"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Albania","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","0",""
"Albania","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","16",""
"Albania","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","14.1",""
"Albania","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","14.8",""
"Albania","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","14.4",""
"Albania","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","13.9",""
"Albania","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","13.5",""
"Albania","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","12.3",""
"Algeria","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","44.1","1"
"American Samoa","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","3",""
"American Samoa","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1",""
"American Samoa","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1","1"
"American Samoa","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1",""
"American Samoa","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0",""
"American Samoa","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Argentina","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","9",""
"Argentina","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","8",""
"Argentina","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","8",""
"Argentina","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","11.2",""
"Argentina","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","5","1"
"Argentina","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0.026",""
"Argentina","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0.026",""
"Armenia","Electricity - net installed capacity of electric power plants public solar","2016","Kilowatts,  thousand","0",""
"Armenia","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","157",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","3",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","3",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","3",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","3",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","3",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","3",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","3",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","3",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","0",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","0",""
"Australia","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","0",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","937",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","785",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","626",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","363",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","317",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","154",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","71",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","49",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","40",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","36",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","30",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","27",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","23",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","9",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","7",""
"Austria","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","5",""
"Austria","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","4",""
"Austria","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","3",""
"Austria","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","2",""
"Austria","Electricity - net installed capacity of electric power plants public solar","1996","Kilowatts,  thousand","2",""
"Austria","Electricity - net installed capacity of electric power plants public solar","1995","Kilowatts,  thousand","1",""
"Austria","Electricity - net installed capacity of electric power plants public solar","1994","Kilowatts,  thousand","1",""
"Austria","Electricity - net installed capacity of electric power plants public solar","1993","Kilowatts,  thousand","1",""
"Austria","Electricity - net installed capacity of electric power plants public solar","1992","Kilowatts,  thousand","1",""
"Azerbaijan","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Bangladesh","Electricity - net installed capacity of electric power plants public solar","2016","Kilowatts,  thousand","24","1"
"Bangladesh","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","24","1"
"Bangladesh","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","24","1"
"Bangladesh","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","24","1"
"Belarus","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","3",""
"Belarus","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","3",""
"Belarus","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0",""
"Belarus","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0",""
"Belarus","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0",""
"Belarus","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Belarus","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","11",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","11",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","11",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","11",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","11",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","11",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","11",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","10",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","0",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","0",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","0",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","1",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","1",""
"Belgium","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","1",""
"Benin","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","45","1"
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","0.1191","1"
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","0.1191",""
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.11905",""
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.089",""
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0.075",""
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0.05",""
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0.03",""
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","0.03",""
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","0.05",""
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","0.25",""
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","0.25",""
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","0.24",""
"Bhutan","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","0.24",""
"Botswana","Electricity - net installed capacity of electric power plants public solar","2016","Kilowatts,  thousand","1.3",""
"Botswana","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1.3",""
"Botswana","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1.3",""
"Botswana","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1.3",""
"Botswana","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1.3",""
"Botswana","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Brazil","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","12",""
"Brazil","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","6",""
"Brazil","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","2",""
"British Virgin Islands","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","0.7",""
"British Virgin Islands","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","0.7",""
"British Virgin Islands","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.3","1"
"British Virgin Islands","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.02",""
"British Virgin Islands","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0.02",""
"British Virgin Islands","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Brunei Darussalam","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1.2","1"
"Brunei Darussalam","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1.2","1"
"Brunei Darussalam","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1.2","1"
"Brunei Darussalam","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1.2",""
"Brunei Darussalam","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1","1"
"Bulgaria","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1029",""
"Bulgaria","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1026",""
"Bulgaria","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1036",""
"Bulgaria","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1013",""
"Bulgaria","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","154",""
"Bulgaria","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","25",""
"Bulgaria","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","2",""
"Cabo Verde","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","7.5",""
"Cabo Verde","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","7.58",""
"Cabo Verde","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","7.55",""
"Cabo Verde","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","6.42",""
"Cabo Verde","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","6.42",""
"Cabo Verde","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","6.42",""
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","2","1"
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","2","1"
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","2","1"
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","2","1"
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","2",""
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","2","1"
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","1","1"
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","1",""
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","1","1"
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","1","1"
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","0",""
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","0",""
"Cambodia","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","0",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","2517",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1843",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1210",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","766",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","497",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","221",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","95",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","33",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","26",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","21",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","17",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","14",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","12",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","10",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","9",""
"Canada","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","7",""
"Canada","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","6",""
"Canada","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","5",""
"Canada","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","4",""
"Canada","Electricity - net installed capacity of electric power plants public solar","1996","Kilowatts,  thousand","3",""
"Canada","Electricity - net installed capacity of electric power plants public solar","1995","Kilowatts,  thousand","2",""
"Canada","Electricity - net installed capacity of electric power plants public solar","1994","Kilowatts,  thousand","2",""
"Canada","Electricity - net installed capacity of electric power plants public solar","1993","Kilowatts,  thousand","1",""
"Canada","Electricity - net installed capacity of electric power plants public solar","1992","Kilowatts,  thousand","1",""
"Chile","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","576",""
"Chile","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","232",""
"Chile","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","10",""
"China","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","42180",""
"China","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","24860",""
"China","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","15890",""
"China","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","3410",""
"China","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","2220",""
"China","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","260",""
"China","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","25",""
"Cook Islands","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1.8","1"
"Cook Islands","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1.8","1"
"Cook Islands","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1","1"
"Cook Islands","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1.1","1"
"Cook Islands","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0.7","1"
"Costa Rica","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1",""
"Costa Rica","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1",""
"Costa Rica","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1",""
"Costa Rica","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1","1"
"Costa Rica","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1","1"
"Costa Rica","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","1","1"
"Costa Rica","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","1","1"
"Costa Rica","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","12","1"
"Costa Rica","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","12","1"
"Costa Rica","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","12","1"
"Costa Rica","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","12","1"
"Croatia","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","58","1"
"Croatia","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","34",""
"Croatia","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","19",""
"Croatia","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","4",""
"Croatia","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0",""
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","64","1"
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","64",""
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","35",""
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","17",""
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","10",""
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","7",""
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","4",""
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","2",""
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","1",""
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","1",""
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","1",""
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","1","1"
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","1","1"
"Cyprus","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","1","1"
"Czechia","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","2075",""
"Czechia","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","2068",""
"Czechia","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","2064",""
"Czechia","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","2022",""
"Czechia","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1913",""
"Czechia","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","1727",""
"Czechia","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","465",""
"Czechia","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","40",""
"Czechia","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","4",""
"Czechia","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","1",""
"Czechia","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","1",""
"Ecuador","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","25.54",""
"Ecuador","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","26.41",""
"Ecuador","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","3.9",""
"Ecuador","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.08",""
"Ecuador","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0.04",""
"Ecuador","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0.02",""
"Ecuador","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0.02",""
"Egypt","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","140",""
"Egypt","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","140",""
"Egypt","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","140",""
"Egypt","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","140",""
"Egypt","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","140",""
"Egypt","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","140",""
"Equatorial Guinea","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","5","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","1","1"
"Eritrea","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","1","1"
"France","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","3196",""
"France","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","2403",""
"France","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1769",""
"France","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1452",""
"France","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","851",""
"France","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","172",""
"France","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","21",""
"France","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","15",""
"France","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","13",""
"France","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","5",""
"France","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","3",""
"France","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","2",""
"France","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","0",""
"France","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","0",""
"French Guiana","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","38",""
"French Guiana","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","33",""
"French Guiana","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","33",""
"French Guiana","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","34",""
"French Guiana","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0",""
"French Guiana","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","5.6","1"
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","5.1","1"
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","3.7","1"
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","3.5","1"
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","2.7","1"
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","2.7","1"
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","2.7",""
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","2.5",""
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","2.118",""
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","1.848",""
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","1.531",""
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","1.249",""
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","1.022",""
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","0.828",""
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","0.698",""
"French Polynesia","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","0.548",""
"Gambia","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","0.8","1"
