"Country or Area","Year","Value","Value Footnotes"
"Belgium","1978","2000000",""
"Belgium","1969","5000000",""
"Belgium","1966","12000000",""
"Belgium","1964","1000000",""
"Belgium","1963","1000000",""
"Belgium","1962","2000000",""
"Belgium","1961","0","2"
"Belgium","1960","3000000",""
"Bosnia and Herzegovina","2013","3000000",""
"Bosnia and Herzegovina","2011","14000000",""
"Bosnia and Herzegovina","2002","4000000",""
"Botswana","2013","4000000",""
"Botswana","2012","4000000",""
"Brazil","2017","45000000",""
"Brazil","2016","111000000",""
"Brazil","2015","41000000",""
"Brazil","2014","42000000",""
"Brazil","2013","40000000",""
"Brazil","2012","33000000",""
"Brazil","2011","31000000",""
"Brazil","2010","151000000",""
"Brazil","2009","43000000",""
"Brazil","2008","92000000",""
"Brazil","2007","53000000",""
"Brazil","2006","44000000",""
"Brazil","2005","1000000",""
"Brazil","2004","46000000",""
"Brazil","2002","26000000",""
"Brazil","1998","16000000",""
"Brazil","1997","23000000",""
"Brazil","1996","23000000",""
"Brazil","1995","33000000",""
"Brazil","1994","54000000",""
"Brazil","1993","36000000",""
"Brazil","1992","91000000",""
"Brazil","1991","114000000",""
"Brazil","1990","96000000",""
"Brazil","1989","47000000",""
"Brazil","1988","216000000",""
"Brazil","1987","179000000",""
"Brazil","1986","151000000",""
"Brazil","1985","205000000",""
"Brazil","1984","269000000",""
"Brazil","1983","196000000",""
"Brazil","1982","122000000",""
"Brazil","1981","62000000",""
"Brazil","1980","156000000",""
"Brazil","1979","70000000",""
"Brazil","1978","179000000",""
"Brazil","1977","145000000",""
"Brazil","1976","104000000",""
"Brazil","1975","59000000",""
"Brazil","1974","32000000",""
"Brazil","1971","0","2"
"Brazil","1969","3000000",""
"Brazil","1961","12000000",""
"Brazil","1960","2000000",""
"Brunei","2016","12000000",""
"Brunei","2011","24000000",""
"Bulgaria","2016","61000000",""
"Bulgaria","2015","70000000",""
"Bulgaria","2014","14000000",""
"Bulgaria","2013","21000000",""
"Bulgaria","2012","13000000",""
"Bulgaria","2011","2000000",""
"Bulgaria","2010","4000000",""
"Bulgaria","2009","16000000",""
"Bulgaria","2008","4000000",""
"Bulgaria","2007","9000000",""
"Bulgaria","2006","5000000",""
"Bulgaria","2005","86000000",""
"Bulgaria","2004","19000000",""
"Bulgaria","2003","44000000",""
"Bulgaria","2002","32000000",""
"Bulgaria","2001","10000000",""
"Bulgaria","2000","2000000",""
"Bulgaria","1999","167000000",""
"Bulgaria","1998","39000000",""
"Bulgaria","1997","6000000",""
"Bulgaria","1996","21000000",""
"Bulgaria","1995","1000000",""
"Bulgaria","1994","55000000",""
"Bulgaria","1993","28000000",""
"Bulgaria","1992","16000000",""
"Bulgaria","1991","42000000",""
"Bulgaria","1990","6000000",""
"Bulgaria","1989","5000000",""
"Bulgaria","1986","106000000",""
"Bulgaria","1983","4000000",""
"C̫te d'Ivoire","1971","1000000",""
"Cambodia","2000","1000000",""
"Cambodia","1995","0","2"
"Cambodia","1994","0","2"
"Cambodia","1993","0","2"
"Canada","2017","87000000",""
"Canada","2016","144000000",""
"Canada","2015","356000000",""
"Canada","2014","247000000",""
"Canada","2013","262000000",""
"Canada","2012","339000000",""
"Canada","2011","321000000",""
"Canada","2010","244000000",""
"Canada","2009","186000000",""
"Canada","2008","238000000",""
"Canada","2007","333000000",""
"Canada","2006","236000000",""
"Canada","2005","235000000",""
"Canada","2004","278000000",""
"Canada","2003","278000000",""
"Canada","2002","178000000",""
"Canada","2001","129000000",""
"Canada","2000","74000000",""
"Canada","1999","79000000",""
"Canada","1998","40000000",""
"Canada","1997","95000000",""
"Canada","1996","159000000",""
"Canada","1995","263000000",""
"Canada","1994","167000000",""
"Canada","1993","146000000",""
"Canada","1992","143000000",""
"Canada","1991","121000000",""
"Canada","1990","101000000",""
"Canada","1989","49000000",""
"Canada","1988","153000000",""
"Canada","1987","272000000",""
"Canada","1986","267000000",""
"Canada","1985","100000000",""
"Canada","1984","108000000",""
"Canada","1983","120000000",""
"Canada","1982","259000000",""
"Canada","1981","130000000",""
"Canada","1980","161000000",""
"Canada","1979","195000000",""
"Canada","1978","190000000",""
"Canada","1977","169000000",""
"Canada","1976","329000000",""
"Canada","1975","148000000",""
"Canada","1974","121000000",""
"Canada","1973","130000000",""
"Canada","1972","327000000",""
"Canada","1971","293000000",""
"Canada","1970","196000000",""
"Canada","1969","166000000",""
"Canada","1968","197000000",""
"Canada","1967","52000000",""
"Canada","1966","101000000",""
"Canada","1965","111000000",""
"Canada","1964","252000000",""
"Canada","1963","213000000",""
"Canada","1962","188000000",""
"Canada","1961","311000000",""
"Canada","1960","50000000",""
"Central Europe and the Baltics","2013","354000000",""
"Central Europe and the Baltics","2012","157000000",""
"Central Europe and the Baltics","2007","267000000",""
"Central Europe and the Baltics","2006","346000000",""
"Central Europe and the Baltics","2005","259000000",""
"Central Europe and the Baltics","2002","217000000",""
"Central Europe and the Baltics","2000","173000000",""
"Central Europe and the Baltics","1997","141000000",""
"Central Europe and the Baltics","1996","264000000",""
"Central Europe and the Baltics","1995","432000000",""
"Central Europe and the Baltics","1994","581000000",""
"Central Europe and the Baltics","1991","102000000",""
"Central Europe and the Baltics","1990","118000000",""
"Central Europe and the Baltics","1989","50000000",""
"Central Europe and the Baltics","1986","399000000",""
"Central Europe and the Baltics","1983","224000000",""
"Central Europe and the Baltics","1982","306000000",""
"Central Europe and the Baltics","1981","406000000",""
"Central Europe and the Baltics","1980","259000000",""
"Central Europe and the Baltics","1979","273000000",""
"Central Europe and the Baltics","1978","344000000",""
"Central Europe and the Baltics","1974","241000000",""
"Central Europe and the Baltics","1973","211000000",""
"Central Europe and the Baltics","1972","289000000",""
"Central Europe and the Baltics","1971","280000000",""
"Central Europe and the Baltics","1970","268000000",""
"Central Europe and the Baltics","1969","351000000",""
"Central Europe and the Baltics","1968","325000000",""
"Central Europe and the Baltics","1967","327000000",""
"Central Europe and the Baltics","1966","337000000",""
"Central Europe and the Baltics","1965","234000000",""
"Central Europe and the Baltics","1964","237000000",""
"Central Europe and the Baltics","1963","111000000",""
"Central Europe and the Baltics","1962","12000000",""
"Central Europe and the Baltics","1961","5000000",""
"Central Europe and the Baltics","1960","5000000",""
"Chad","1987","20000000",""
"Chile","2017","0","2"
"Chile","2014","20000000",""
"Chile","2008","100000000",""
"Chile","2002","1000000",""
"Chile","2000","1000000",""
"Chile","1999","1000000",""
"Chile","1998","2000000",""
"Chile","1996","29000000",""
"Chile","1992","1000000",""
"Chile","1991","3000000",""
"Chile","1989","4000000",""
"Chile","1988","4000000",""
"Chile","1987","3000000",""
"Chile","1986","3000000",""
"Chile","1983","1000000",""
"Chile","1981","0","2"
"Chile","1980","0","2"
"Chile","1978","0","2"
"Chile","1975","0","2"
"China","2017","1131000000",""
"China","2016","2192000000",""
"China","2015","1832000000",""
"China","2014","1152000000",""
"China","2013","2006000000",""
"China","2012","1509000000",""
"China","2011","1253000000",""
"China","2010","1479000000",""
"China","2009","1140000000",""
"China","2008","649000000",""
"China","2007","510000000",""
"China","2006","670000000",""
"China","2005","286000000",""
"China","2004","413000000",""
"China","2003","700000000",""
"China","2002","526000000",""
"China","2001","515000000",""
"China","2000","302000000",""
"China","1999","332000000",""
"China","1998","353000000",""
"China","1997","435000000",""
"China","1996","772000000",""
"China","1995","1013000000",""
"China","1994","1111000000",""
"China","1993","1436000000",""
"China","1992","703000000",""
"China","1991","1315000000",""
"China","1990","941000000",""
"China","1989","1040000000",""
"China","1988","1409000000",""
"China","1987","2606000000",""
"China","1986","1862000000",""
"China","1985","1263000000",""
"China","1984","1929000000",""
"China","1983","1773000000",""
"China","1982","1504000000",""
"China","1981","642000000",""
"China","1980","949000000",""
"China","1979","560000000",""
"China","1978","617000000",""
"China","1977","224000000",""
"China","1976","586000000",""
"China","1975","668000000",""
"China","1974","511000000",""
"China","1973","674000000",""
"China","1972","1238000000",""
"China","1971","1292000000",""
"China","1970","893000000",""
"China","1969","657000000",""
"China","1968","730000000",""
"China","1967","410000000",""
"China","1966","619000000",""
"China","1965","419000000",""
"China","1964","61000000",""
"China","1963","11000000",""
"China","1962","51000000",""
"China","1961","35000000",""
"China","1960","285000000",""
"Colombia","2017","10000000",""
"Colombia","2012","0","2"
"Colombia","2002","5000000",""
"Costa Rica","2008","0","2"
"Croatia","2017","3000000",""
"Croatia","2000","2000000",""
"Cuba","1980","8000000",""
"Cuba","1979","10000000",""
"Cuba","1978","12000000",""
"Cuba","1975","1000000",""
"Cyprus","1996","36000000",""
"Czech Republic","2017","110000000",""
"Czech Republic","2016","133000000",""
"Czech Republic","2015","138000000",""
"Czech Republic","2014","27000000",""
"Czech Republic","2013","41000000",""
"Czech Republic","2012","8000000",""
"Czech Republic","2011","11000000",""
"Czech Republic","2010","5000000",""
"Czech Republic","2009","23000000",""
"Czech Republic","2008","32000000",""
"Czech Republic","2007","32000000",""
"Czech Republic","2006","44000000",""
"Czech Republic","2005","70000000",""
"Czech Republic","2004","1000000",""
"Czech Republic","2003","64000000",""
"Czech Republic","2002","60000000",""
"Czech Republic","2001","88000000",""
"Czech Republic","2000","81000000",""
"Czech Republic","1999","57000000",""
"Czech Republic","1998","21000000",""
"Czech Republic","1997","24000000",""
"Czech Republic","1996","126000000",""
"Czech Republic","1995","143000000",""
"Czech Republic","1994","320000000",""
"Czech Republic","1993","202000000",""
"Dem. People's Rep. Korea","2014","1000000",""
"Dem. People's Rep. Korea","2009","20000000",""
"Dem. People's Rep. Korea","2008","20000000",""
"Dem. People's Rep. Korea","2007","20000000",""
"Dem. People's Rep. Korea","2006","20000000",""
"Dem. People's Rep. Korea","2005","20000000",""
"Dem. People's Rep. Korea","2004","47000000",""
"Dem. People's Rep. Korea","2003","134000000",""
"Dem. People's Rep. Korea","2002","162000000",""
"Dem. People's Rep. Korea","2001","73000000",""
"Dem. People's Rep. Korea","2000","58000000",""
"Dem. People's Rep. Korea","1999","55000000",""
"Dem. People's Rep. Korea","1998","81000000",""
"Dem. People's Rep. Korea","1997","47000000",""
"Dem. People's Rep. Korea","1996","47000000",""
"Dem. People's Rep. Korea","1995","41000000",""
"Dem. People's Rep. Korea","1994","24000000",""
"Dem. People's Rep. Korea","1993","137000000",""
"Dem. People's Rep. Korea","1992","131000000",""
"Dem. People's Rep. Korea","1991","113000000",""
"Dem. People's Rep. Korea","1990","4000000",""
"Dem. People's Rep. Korea","1989","58000000",""
"Dem. People's Rep. Korea","1988","189000000",""
"Dem. People's Rep. Korea","1987","212000000",""
"Dem. People's Rep. Korea","1986","65000000",""
"Dem. People's Rep. Korea","1985","57000000",""
"Dem. People's Rep. Korea","1984","88000000",""
"Dem. People's Rep. Korea","1983","250000000",""
"Dem. People's Rep. Korea","1982","148000000",""
"Dem. People's Rep. Korea","1981","5000000",""
"Dem. People's Rep. Korea","1980","29000000",""
"Dem. People's Rep. Korea","1979","20000000",""
"Dem. People's Rep. Korea","1975","12000000",""
"Dem. People's Rep. Korea","1974","11000000",""
"Dem. Rep. Congo","1997","22000000",""
"Dem. Rep. Congo","1979","1000000",""
"Denmark","2017","12000000",""
"Denmark","2016","26000000",""
"Denmark","2015","25000000",""
"Denmark","2014","17000000",""
"Denmark","2013","9000000",""
"Denmark","2012","33000000",""
"Denmark","2011","21000000",""
"Denmark","2010","8000000",""
"Denmark","2009","14000000",""
"Denmark","2008","17000000",""
"Denmark","2007","6000000",""
"Denmark","2006","9000000",""
"Denmark","2003","5000000",""
"Denmark","2002","10000000",""
"Denmark","2001","1000000",""
"Denmark","2000","20000000",""
"Denmark","1999","6000000",""
"Denmark","1998","1000000",""
"Denmark","1995","16000000",""
"Denmark","1994","272000000",""
"Denmark","1993","183000000",""
"Denmark","1991","10000000",""
"Denmark","1990","72000000",""
"Denmark","1988","40000000",""
"Denmark","1987","117000000",""
"Denmark","1983","115000000",""
"Denmark","1982","64000000",""
"Denmark","1981","29000000",""
"Denmark","1980","18000000",""
"Denmark","1975","23000000",""
"Denmark","1969","3000000",""
"Denmark","1968","28000000",""
"Denmark","1967","131000000",""
"Denmark","1965","20000000",""
"Denmark","1964","60000000",""
"Denmark","1960","20000000",""
"Dominican Republic","2017","4000000",""
"Early-demographic dividend","1972","164000000",""
"Early-demographic dividend","1969","70000000",""
"Early-demographic dividend","1967","58000000",""
"Early-demographic dividend","1961","33000000",""
"Early-demographic dividend","1960","27000000",""
"East Asia & Pacific","2017","1927000000",""
"East Asia & Pacific","1997","614000000",""
"East Asia & Pacific","1996","1051000000",""
"East Asia & Pacific","1990","1255000000",""
"East Asia & Pacific","1989","1308000000",""
"East Asia & Pacific","1979","791000000",""
"East Asia & Pacific","1967","423000000",""
"East Asia & Pacific","1964","75000000",""
"East Asia & Pacific","1963","26000000",""
"East Asia & Pacific","1962","153000000",""
"East Asia & Pacific","1961","98000000",""
"East Asia & Pacific","1960","286000000",""
"East Asia & Pacific (excluding high income)","2017","1235000000",""
"East Asia & Pacific (excluding high income)","2016","2288000000",""
"East Asia & Pacific (excluding high income)","2015","1832000000",""
"East Asia & Pacific (excluding high income)","2014","1153000000",""
"East Asia & Pacific (excluding high income)","2013","2006000000",""
"East Asia & Pacific (excluding high income)","2012","1509000000",""
"East Asia & Pacific (excluding high income)","2011","1261000000",""
"East Asia & Pacific (excluding high income)","2010","1479000000",""
"East Asia & Pacific (excluding high income)","2009","1160000000",""
"East Asia & Pacific (excluding high income)","2008","670000000",""
"East Asia & Pacific (excluding high income)","2007","534000000",""
"East Asia & Pacific (excluding high income)","2006","805000000",""
"East Asia & Pacific (excluding high income)","2005","314000000",""
"East Asia & Pacific (excluding high income)","2004","492000000",""
"East Asia & Pacific (excluding high income)","2003","841000000",""
"East Asia & Pacific (excluding high income)","1999","447000000",""
"East Asia & Pacific (excluding high income)","1995","1079000000",""
"East Asia & Pacific (excluding high income)","1970","905000000",""
"East Asia & Pacific (excluding high income)","1969","657000000",""
"East Asia & Pacific (excluding high income)","1968","730000000",""
"East Asia & Pacific (excluding high income)","1967","410000000",""
"East Asia & Pacific (excluding high income)","1966","619000000",""
"East Asia & Pacific (excluding high income)","1965","419000000",""
"East Asia & Pacific (excluding high income)","1964","61000000",""
"East Asia & Pacific (excluding high income)","1963","18000000",""
"East Asia & Pacific (excluding high income)","1962","51000000",""
"East Asia & Pacific (excluding high income)","1961","35000000",""
"East Asia & Pacific (excluding high income)","1960","285000000",""
"East Asia & Pacific (IDA & IBRD)","2017","1235000000",""
"East Asia & Pacific (IDA & IBRD)","2016","2288000000",""
"East Asia & Pacific (IDA & IBRD)","2015","1832000000",""
"East Asia & Pacific (IDA & IBRD)","2014","1152000000",""
"East Asia & Pacific (IDA & IBRD)","2013","2006000000",""
"East Asia & Pacific (IDA & IBRD)","2012","1509000000",""
"East Asia & Pacific (IDA & IBRD)","2011","1261000000",""
"East Asia & Pacific (IDA & IBRD)","2010","1479000000",""
"East Asia & Pacific (IDA & IBRD)","2009","1140000000",""
"East Asia & Pacific (IDA & IBRD)","2008","650000000",""
"East Asia & Pacific (IDA & IBRD)","2007","514000000",""
"East Asia & Pacific (IDA & IBRD)","2006","785000000",""
"East Asia & Pacific (IDA & IBRD)","2005","294000000",""
"East Asia & Pacific (IDA & IBRD)","2004","445000000",""
"East Asia & Pacific (IDA & IBRD)","2003","707000000",""
"East Asia & Pacific (IDA & IBRD)","1999","392000000",""
"East Asia & Pacific (IDA & IBRD)","1995","1038000000",""
"East Asia & Pacific (IDA & IBRD)","1970","905000000",""
"East Asia & Pacific (IDA & IBRD)","1969","657000000",""
"East Asia & Pacific (IDA & IBRD)","1968","730000000",""
"East Asia & Pacific (IDA & IBRD)","1967","410000000",""
"East Asia & Pacific (IDA & IBRD)","1966","619000000",""
"East Asia & Pacific (IDA & IBRD)","1965","419000000",""
"East Asia & Pacific (IDA & IBRD)","1964","61000000",""
"East Asia & Pacific (IDA & IBRD)","1963","18000000",""
"East Asia & Pacific (IDA & IBRD)","1962","51000000",""
"East Asia & Pacific (IDA & IBRD)","1961","35000000",""
"East Asia & Pacific (IDA & IBRD)","1960","285000000",""
"Ecuador","2014","6000000",""
"Egypt","2015","22000000",""
"Egypt","2014","7000000",""
"Egypt","1997","5000000",""
"Egypt","1996","5000000",""
"Egypt","1995","9000000",""
"Egypt","1994","15000000",""
"Egypt","1993","22000000",""
"Egypt","1992","13000000",""
"Egypt","1990","20000000",""
"Egypt","1989","63000000",""
"Egypt","1988","65000000",""
"Egypt","1987","61000000",""
"Egypt","1986","19000000",""
"Egypt","1985","5000000",""
"Egypt","1984","36000000",""
"Egypt","1983","70000000",""
"Egypt","1982","80000000",""
"Egypt","1981","77000000",""
"Egypt","1980","29000000",""
"Egypt","1979","13000000",""
"Egypt","1978","80000000",""
"Egypt","1977","69000000",""
"Egypt","1975","16000000",""
"Egypt","1970","39000000",""
"Egypt","1969","15000000",""
"Egypt","1968","26000000",""
"Egypt","1967","3000000",""
"Egypt","1966","13000000",""
"Egypt","1964","2000000",""
"Egypt","1963","8000000",""
"Egypt","1962","7000000",""
"Egypt","1961","0","2"
"El Salvador","1991","1000000",""
"Eritrea","2006","0","2"
"Eritrea","1999","0","2"
"Eritrea","1998","2000000",""
"Estonia","2015","0","2"
"Estonia","1996","8000000",""
"Ethiopia","1997","17000000",""
"Ethiopia","1987","51000000",""
"Ethiopia","1985","35000000",""
"Euro area","2017","6656000000",""
"Euro area","2016","6739000000",""
"Euro area","2015","6244000000",""
"Euro area","2014","5990000000",""
"Euro area","2013","4378000000",""
"Euro area","2012","4215000000",""
"Euro area","2011","6231000000",""
"Euro area","2010","4935000000",""
"Euro area","2009","6816000000",""
"Euro area","2008","6301000000",""
"Euro area","2007","8530000000",""
"Euro area","2006","7328000000",""
"Euro area","2005","5597000000",""
"Euro area","2004","4131000000",""
"Euro area","2003","3956000000",""
"Euro area","2002","3290000000",""
"Euro area","2001","2961000000",""
"Euro area","2000","3362000000",""
"Euro area","1999","4832000000",""
"Euro area","1998","6293000000",""
"Euro area","1997","6052000000",""
"Euro area","1996","4945000000",""
"Euro area","1995","3578000000",""
"Euro area","1994","4863000000",""
"Euro area","1993","3534000000",""
"Euro area","1992","3346000000",""
"Euro area","1991","4540000000",""
"Euro area","1990","4289000000",""
"Euro area","1989","4585000000",""
"Euro area","1988","4637000000",""
"Euro area","1987","4047000000",""
"Euro area","1986","5225000000",""
"Euro area","1985","6833000000",""
"Euro area","1984","7919000000",""
"Euro area","1983","7936000000",""
"Euro area","1982","8164000000",""
"Euro area","1981","8474000000",""
"Euro area","1980","7310000000",""
"Euro area","1979","6275000000",""
"Euro area","1978","6119000000",""
"Euro area","1977","5490000000",""
"Euro area","1976","4574000000",""
"Euro area","1975","4655000000",""
"Euro area","1974","3961000000",""
"Euro area","1973","3663000000",""
"Euro area","1972","4453000000",""
"Euro area","1971","4401000000",""
"Euro area","1970","3484000000",""
"Euro area","1969","2681000000",""
"Euro area","1968","2640000000",""
"Euro area","1967","2591000000",""
"Euro area","1966","2801000000",""
"Euro area","1965","1943000000",""
"Euro area","1964","2348000000",""
"Euro area","1963","1691000000",""
"Euro area","1962","1489000000",""
"Euro area","1961","1310000000",""
"Euro area","1960","1269000000",""
"Europe & Central Asia","2017","15070000000",""
"Europe & Central Asia","2016","16969000000",""
"Europe & Central Asia","2015","15004000000",""
"Europe & Central Asia","2014","14673000000",""
"Europe & Central Asia","2013","15953000000",""
"Europe & Central Asia","2012","16166000000",""
"Europe & Central Asia","2011","18024000000",""
"Europe & Central Asia","2010","14248000000",""
"Europe & Central Asia","2009","14503000000",""
"Europe & Central Asia","2008","15465000000",""
"Europe & Central Asia","2007","16837000000",""
"Europe & Central Asia","2006","15277000000",""
"Europe & Central Asia","2005","13318000000",""
"Europe & Central Asia","2004","12682000000",""
"Europe & Central Asia","2003","11649000000",""
"Europe & Central Asia","2002","11251000000",""
"Europe & Central Asia","2001","11625000000",""
"Europe & Central Asia","2000","10862000000",""
"Europe & Central Asia","1999","12903000000",""
"Europe & Central Asia","1998","11143000000",""
"Europe & Central Asia","1997","13237000000",""
"Europe & Central Asia","1996","11335000000",""
"Europe & Central Asia","1995","9896000000",""
"Europe & Central Asia","1994","9267000000",""
"Europe & Central Asia","1993","9277000000",""
"Europe & Central Asia","1992","8013000000",""
"Europe & Central Asia","1991","6933000000",""
"Europe & Central Asia","1990","7066000000",""
"Europe & Central Asia","1989","8975000000",""
"Europe & Central Asia","1988","8379000000",""
"Europe & Central Asia","1987","8603000000",""
"Europe & Central Asia","1986","8257000000",""
"Europe & Central Asia","1985","9750000000",""
"Europe & Central Asia","1984","11413000000",""
"Europe & Central Asia","1983","11282000000",""
"Europe & Central Asia","1982","11706000000",""
"Europe & Central Asia","1981","12250000000",""
"Europe & Central Asia","1980","10115000000",""
"Europe & Central Asia","1979","8869000000",""
"Europe & Central Asia","1978","8947000000",""
"Europe & Central Asia","1977","8321000000",""
"Europe & Central Asia","1976","7972000000",""
"Europe & Central Asia","1975","7845000000",""
"Europe & Central Asia","1974","6703000000",""
"Europe & Central Asia","1973","6704000000",""
"Europe & Central Asia","1972","7309000000",""
"Europe & Central Asia","1971","7425000000",""
"Europe & Central Asia","1970","4919000000",""
"Europe & Central Asia","1969","4989000000",""
"Europe & Central Asia","1968","4826000000",""
"Europe & Central Asia","1967","5481000000",""
"Europe & Central Asia","1966","4981000000",""
"Europe & Central Asia","1965","4251000000",""
"Europe & Central Asia","1964","4518000000",""
"Europe & Central Asia","1963","3504000000",""
"Europe & Central Asia","1962","3215000000",""
"Europe & Central Asia","1961","3034000000",""
"Europe & Central Asia","1960","3959000000",""
"Europe & Central Asia (excluding high income)","2017","6669000000",""
"Europe & Central Asia (excluding high income)","2016","8099000000",""
